contadorasf,idHabitacion,timestampx,statusx,Habitacion
7349,4,6/11/2022,Sala no disponible.,Sala de examenes 4
7350,14,6/11/2022,Inicia limpieza.,Estación de revisión 3
7351,14,6/11/2022,Sala disponible.,Estación de revisión 3
7352,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7353,4,6/11/2022,Inicia limpieza.,Sala de examenes 4
7354,7,6/11/2022,Sala no disponible.,Sala de procedimientos 2
7355,4,6/11/2022,Sala disponible.,Sala de examenes 4
7356,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7357,12,6/11/2022,Sala disponible.,Estación de revisión 1
7358,7,6/11/2022,Inicia limpieza.,Sala de procedimientos 2
7359,8,6/11/2022,Sala no disponible.,Sala de procedimientos 3
7360,8,6/11/2022,Inicia limpieza.,Sala de procedimientos 3
7361,7,6/11/2022,Sala disponible.,Sala de procedimientos 2
7362,8,6/11/2022,Sala disponible.,Sala de procedimientos 3
7363,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7364,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7365,1,6/11/2022,Sala disponible.,Sala de examenes 1
7366,2,6/11/2022,Sala no disponible.,Sala de examenes 2
7367,6,6/11/2022,Sala no disponible.,Sala de procedimientos 1
7368,2,6/11/2022,Inicia limpieza.,Sala de examenes 2
7369,14,6/11/2022,Sala no disponible.,Estación de revisión 3
7370,6,6/11/2022,Inicia limpieza.,Sala de procedimientos 1
7371,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7372,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7373,2,6/11/2022,Sala disponible.,Sala de examenes 2
7374,14,6/11/2022,Inicia limpieza.,Estación de revisión 3
7375,3,6/11/2022,Sala no disponible.,Sala de examenes 3
7376,14,6/11/2022,Sala disponible.,Estación de revisión 3
7377,6,6/11/2022,Sala disponible.,Sala de procedimientos 1
7378,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7379,13,6/11/2022,Sala disponible.,Estación de revisión 2
7380,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7381,12,6/11/2022,Sala disponible.,Estación de revisión 1
7382,3,6/11/2022,Inicia limpieza.,Sala de examenes 3
7383,3,6/11/2022,Sala disponible.,Sala de examenes 3
7384,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7385,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7386,1,6/11/2022,Sala disponible.,Sala de examenes 1
7387,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7388,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7389,12,6/11/2022,Sala disponible.,Estación de revisión 1
7390,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7391,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7392,14,6/11/2022,Sala no disponible.,Estación de revisión 3
7393,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7394,3,6/11/2022,Sala no disponible.,Sala de examenes 3
7395,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7396,13,6/11/2022,Sala disponible.,Estación de revisión 2
7397,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7398,4,6/11/2022,Sala no disponible.,Sala de examenes 4
7399,12,6/11/2022,Sala disponible.,Estación de revisión 1
7400,14,6/11/2022,Inicia limpieza.,Estación de revisión 3
7401,14,6/11/2022,Sala disponible.,Estación de revisión 3
7402,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7403,3,6/11/2022,Inicia limpieza.,Sala de examenes 3
7404,2,6/11/2022,Sala no disponible.,Sala de examenes 2
7405,1,6/11/2022,Sala disponible.,Sala de examenes 1
7406,3,6/11/2022,Sala disponible.,Sala de examenes 3
7407,2,6/11/2022,Inicia limpieza.,Sala de examenes 2
7408,4,6/11/2022,Inicia limpieza.,Sala de examenes 4
7409,2,6/11/2022,Sala disponible.,Sala de examenes 2
7410,4,6/11/2022,Sala disponible.,Sala de examenes 4
7411,7,6/11/2022,Sala no disponible.,Sala de procedimientos 2
7412,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7413,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7414,14,6/11/2022,Sala no disponible.,Estación de revisión 3
7415,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7416,7,6/11/2022,Inicia limpieza.,Sala de procedimientos 2
7417,13,6/11/2022,Sala disponible.,Estación de revisión 2
7418,7,6/11/2022,Sala disponible.,Sala de procedimientos 2
7419,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7420,12,6/11/2022,Sala disponible.,Estación de revisión 1
7421,15,6/11/2022,Sala no disponible.,Estación de revisión 4
7422,15,6/11/2022,Inicia limpieza.,Estación de revisión 4
7423,15,6/11/2022,Sala disponible.,Estación de revisión 4
7424,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7425,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7426,13,6/11/2022,Sala disponible.,Estación de revisión 2
7427,5,6/11/2022,Sala no disponible.,Sala de imagenes 1
7428,5,6/11/2022,Inicia limpieza.,Sala de imagenes 1
7429,5,6/11/2022,Sala disponible.,Sala de imagenes 1
7430,14,6/11/2022,Inicia limpieza.,Estación de revisión 3
7431,8,6/11/2022,Sala no disponible.,Sala de procedimientos 3
7432,14,6/11/2022,Sala disponible.,Estación de revisión 3
7433,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7434,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7435,8,6/11/2022,Inicia limpieza.,Sala de procedimientos 3
7436,8,6/11/2022,Sala disponible.,Sala de procedimientos 3
7437,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7438,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7439,12,6/11/2022,Sala disponible.,Estación de revisión 1
7440,1,6/11/2022,Sala disponible.,Sala de examenes 1
7441,5,6/11/2022,Sala no disponible.,Sala de imagenes 1
7442,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7443,5,6/11/2022,Inicia limpieza.,Sala de imagenes 1
7444,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7445,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7446,5,6/11/2022,Sala disponible.,Sala de imagenes 1
7447,13,6/11/2022,Sala disponible.,Estación de revisión 2
7448,14,6/11/2022,Sala no disponible.,Estación de revisión 3
7449,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7450,8,6/11/2022,Sala no disponible.,Sala de procedimientos 3
7451,8,6/11/2022,Inicia limpieza.,Sala de procedimientos 3
7452,14,6/11/2022,Inicia limpieza.,Estación de revisión 3
7453,8,6/11/2022,Sala disponible.,Sala de procedimientos 3
7454,14,6/11/2022,Sala disponible.,Estación de revisión 3
7455,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7456,1,6/11/2022,Sala disponible.,Sala de examenes 1
7457,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7458,12,6/11/2022,Sala disponible.,Estación de revisión 1
7459,15,6/11/2022,Sala no disponible.,Estación de revisión 4
7460,7,6/11/2022,Sala no disponible.,Sala de procedimientos 2
7461,2,6/11/2022,Sala no disponible.,Sala de examenes 2
7462,7,6/11/2022,Inicia limpieza.,Sala de procedimientos 2
7463,7,6/11/2022,Sala disponible.,Sala de procedimientos 2
7464,15,6/11/2022,Inicia limpieza.,Estación de revisión 4
7465,15,6/11/2022,Sala disponible.,Estación de revisión 4
7466,2,6/11/2022,Inicia limpieza.,Sala de examenes 2
7467,5,6/11/2022,Sala no disponible.,Sala de imagenes 1
7468,2,6/11/2022,Sala disponible.,Sala de examenes 2
7469,5,6/11/2022,Inicia limpieza.,Sala de imagenes 1
7470,5,6/11/2022,Sala disponible.,Sala de imagenes 1
7471,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7472,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7473,1,6/11/2022,Sala disponible.,Sala de examenes 1
7474,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7475,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7476,12,6/11/2022,Sala disponible.,Estación de revisión 1
7477,6,6/11/2022,Sala no disponible.,Sala de procedimientos 1
7478,6,6/11/2022,Inicia limpieza.,Sala de procedimientos 1
7479,6,6/11/2022,Sala disponible.,Sala de procedimientos 1
7480,8,6/11/2022,Sala no disponible.,Sala de procedimientos 3
7481,8,6/11/2022,Inicia limpieza.,Sala de procedimientos 3
7482,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7483,9,6/11/2022,Sala no disponible.,Sala de procedimientos 4
7484,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7485,12,6/11/2022,Sala disponible.,Estación de revisión 1
7486,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7487,7,6/11/2022,Sala no disponible.,Sala de procedimientos 2
7488,9,6/11/2022,Inicia limpieza.,Sala de procedimientos 4
7489,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7490,8,6/11/2022,Sala disponible.,Sala de procedimientos 3
7491,7,6/11/2022,Inicia limpieza.,Sala de procedimientos 2
7492,9,6/11/2022,Sala disponible.,Sala de procedimientos 4
7493,13,6/11/2022,Sala disponible.,Estación de revisión 2
7494,7,6/11/2022,Sala disponible.,Sala de procedimientos 2
7495,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7496,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7497,12,6/11/2022,Sala disponible.,Estación de revisión 1
7498,14,6/11/2022,Sala no disponible.,Estación de revisión 3
7499,14,6/11/2022,Inicia limpieza.,Estación de revisión 3
7500,13,6/11/2022,Sala no disponible.,Estación de revisión 2
7501,13,6/11/2022,Inicia limpieza.,Estación de revisión 2
7502,14,6/11/2022,Sala disponible.,Estación de revisión 3
7503,13,6/11/2022,Sala disponible.,Estación de revisión 2
7504,6,6/11/2022,Sala no disponible.,Sala de procedimientos 1
7505,6,6/11/2022,Inicia limpieza.,Sala de procedimientos 1
7506,6,6/11/2022,Sala disponible.,Sala de procedimientos 1
7507,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7508,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7509,1,6/11/2022,Sala disponible.,Sala de examenes 1
7510,2,6/11/2022,Sala no disponible.,Sala de examenes 2
7511,2,6/11/2022,Inicia limpieza.,Sala de examenes 2
7512,7,6/11/2022,Sala no disponible.,Sala de procedimientos 2
7513,2,6/11/2022,Sala disponible.,Sala de examenes 2
7514,7,6/11/2022,Inicia limpieza.,Sala de procedimientos 2
7515,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7516,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7517,12,6/11/2022,Sala disponible.,Estación de revisión 1
7518,7,6/11/2022,Sala disponible.,Sala de procedimientos 2
7519,12,6/11/2022,Sala no disponible.,Estación de revisión 1
7520,12,6/11/2022,Inicia limpieza.,Estación de revisión 1
7521,12,6/11/2022,Sala disponible.,Estación de revisión 1
7522,1,6/11/2022,Sala no disponible.,Sala de examenes 1
7523,1,6/11/2022,Inicia limpieza.,Sala de examenes 1
7524,1,6/11/2022,Sala disponible.,Sala de examenes 1
7525,6,6/11/2022,Sala no disponible.,Sala de procedimientos 1
7526,6,6/11/2022,Inicia limpieza.,Sala de procedimientos 1
7527,6,6/11/2022,Sala disponible.,Sala de procedimientos 1
7528,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7529,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7530,12,6/12/2022,Sala disponible.,Estación de revisión 1
7531,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7532,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7533,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7534,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7535,14,6/12/2022,Sala disponible.,Estación de revisión 3
7536,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7537,13,6/12/2022,Sala disponible.,Estación de revisión 2
7538,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7539,12,6/12/2022,Sala disponible.,Estación de revisión 1
7540,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7541,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7542,14,6/12/2022,Sala disponible.,Estación de revisión 3
7543,15,6/12/2022,Sala no disponible.,Estación de revisión 4
7544,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7545,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7546,12,6/12/2022,Sala disponible.,Estación de revisión 1
7547,15,6/12/2022,Inicia limpieza.,Estación de revisión 4
7548,15,6/12/2022,Sala disponible.,Estación de revisión 4
7549,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7550,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7551,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7552,3,6/12/2022,Sala no disponible.,Sala de examenes 3
7553,6,6/12/2022,Sala no disponible.,Sala de procedimientos 1
7554,3,6/12/2022,Inicia limpieza.,Sala de examenes 3
7555,2,6/12/2022,Sala disponible.,Sala de examenes 2
7556,6,6/12/2022,Inicia limpieza.,Sala de procedimientos 1
7557,3,6/12/2022,Sala disponible.,Sala de examenes 3
7558,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7559,12,6/12/2022,Sala disponible.,Estación de revisión 1
7560,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7561,6,6/12/2022,Sala disponible.,Sala de procedimientos 1
7562,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7563,1,6/12/2022,Sala disponible.,Sala de examenes 1
7564,4,6/12/2022,Sala no disponible.,Sala de examenes 4
7565,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7566,4,6/12/2022,Inicia limpieza.,Sala de examenes 4
7567,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7568,12,6/12/2022,Sala disponible.,Estación de revisión 1
7569,4,6/12/2022,Sala disponible.,Sala de examenes 4
7570,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7571,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7572,13,6/12/2022,Sala disponible.,Estación de revisión 2
7573,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7574,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7575,12,6/12/2022,Sala disponible.,Estación de revisión 1
7576,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7577,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7578,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7579,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7580,13,6/12/2022,Sala disponible.,Estación de revisión 2
7581,2,6/12/2022,Sala disponible.,Sala de examenes 2
7582,5,6/12/2022,Sala no disponible.,Sala de imagenes 1
7583,5,6/12/2022,Inicia limpieza.,Sala de imagenes 1
7584,5,6/12/2022,Sala disponible.,Sala de imagenes 1
7585,3,6/12/2022,Sala no disponible.,Sala de examenes 3
7586,3,6/12/2022,Inicia limpieza.,Sala de examenes 3
7587,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7588,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7589,12,6/12/2022,Sala disponible.,Estación de revisión 1
7590,3,6/12/2022,Sala disponible.,Sala de examenes 3
7591,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7592,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7593,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7594,13,6/12/2022,Sala disponible.,Estación de revisión 2
7595,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7596,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7597,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7598,12,6/12/2022,Sala disponible.,Estación de revisión 1
7599,1,6/12/2022,Sala disponible.,Sala de examenes 1
7600,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7601,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7602,3,6/12/2022,Sala no disponible.,Sala de examenes 3
7603,3,6/12/2022,Inicia limpieza.,Sala de examenes 3
7604,2,6/12/2022,Sala disponible.,Sala de examenes 2
7605,3,6/12/2022,Sala disponible.,Sala de examenes 3
7606,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7607,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7608,12,6/12/2022,Sala disponible.,Estación de revisión 1
7609,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7610,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7611,15,6/12/2022,Sala no disponible.,Estación de revisión 4
7612,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7613,13,6/12/2022,Sala disponible.,Estación de revisión 2
7614,15,6/12/2022,Inicia limpieza.,Estación de revisión 4
7615,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7616,15,6/12/2022,Sala disponible.,Estación de revisión 4
7617,14,6/12/2022,Sala disponible.,Estación de revisión 3
7618,6,6/12/2022,Sala no disponible.,Sala de procedimientos 1
7619,6,6/12/2022,Inicia limpieza.,Sala de procedimientos 1
7620,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7621,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7622,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7623,6,6/12/2022,Sala disponible.,Sala de procedimientos 1
7624,13,6/12/2022,Sala disponible.,Estación de revisión 2
7625,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7626,12,6/12/2022,Sala disponible.,Estación de revisión 1
7627,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7628,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7629,8,6/12/2022,Sala no disponible.,Sala de procedimientos 3
7630,1,6/12/2022,Sala disponible.,Sala de examenes 1
7631,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7632,8,6/12/2022,Inicia limpieza.,Sala de procedimientos 3
7633,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7634,9,6/12/2022,Sala no disponible.,Sala de procedimientos 4
7635,2,6/12/2022,Sala disponible.,Sala de examenes 2
7636,9,6/12/2022,Inicia limpieza.,Sala de procedimientos 4
7637,8,6/12/2022,Sala disponible.,Sala de procedimientos 3
7638,6,6/12/2022,Sala no disponible.,Sala de procedimientos 1
7639,6,6/12/2022,Inicia limpieza.,Sala de procedimientos 1
7640,9,6/12/2022,Sala disponible.,Sala de procedimientos 4
7641,6,6/12/2022,Sala disponible.,Sala de procedimientos 1
7642,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7643,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7644,12,6/12/2022,Sala disponible.,Estación de revisión 1
7645,7,6/12/2022,Sala no disponible.,Sala de procedimientos 2
7646,7,6/12/2022,Inicia limpieza.,Sala de procedimientos 2
7647,7,6/12/2022,Sala disponible.,Sala de procedimientos 2
7648,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7649,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7650,12,6/12/2022,Sala disponible.,Estación de revisión 1
7651,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7652,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7653,13,6/12/2022,Sala disponible.,Estación de revisión 2
7654,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7655,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7656,12,6/12/2022,Sala disponible.,Estación de revisión 1
7657,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7658,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7659,1,6/12/2022,Sala disponible.,Sala de examenes 1
7660,6,6/12/2022,Sala no disponible.,Sala de procedimientos 1
7661,6,6/12/2022,Inicia limpieza.,Sala de procedimientos 1
7662,6,6/12/2022,Sala disponible.,Sala de procedimientos 1
7663,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7664,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7665,12,6/12/2022,Sala disponible.,Estación de revisión 1
7666,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7667,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7668,12,6/12/2022,Sala disponible.,Estación de revisión 1
7669,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7670,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7671,13,6/12/2022,Sala disponible.,Estación de revisión 2
7672,5,6/12/2022,Sala no disponible.,Sala de imagenes 1
7673,5,6/12/2022,Inicia limpieza.,Sala de imagenes 1
7674,5,6/12/2022,Sala disponible.,Sala de imagenes 1
7675,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7676,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7677,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7678,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7679,1,6/12/2022,Sala disponible.,Sala de examenes 1
7680,13,6/12/2022,Sala disponible.,Estación de revisión 2
7681,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7682,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7683,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7684,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7685,14,6/12/2022,Sala disponible.,Estación de revisión 3
7686,12,6/12/2022,Sala disponible.,Estación de revisión 1
7687,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7688,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7689,13,6/12/2022,Sala disponible.,Estación de revisión 2
7690,5,6/12/2022,Sala no disponible.,Sala de imagenes 1
7691,5,6/12/2022,Inicia limpieza.,Sala de imagenes 1
7692,5,6/12/2022,Sala disponible.,Sala de imagenes 1
7693,7,6/12/2022,Sala no disponible.,Sala de procedimientos 2
7694,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7695,7,6/12/2022,Inicia limpieza.,Sala de procedimientos 2
7696,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7697,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7698,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7699,13,6/12/2022,Sala disponible.,Estación de revisión 2
7700,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7701,7,6/12/2022,Sala disponible.,Sala de procedimientos 2
7702,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7703,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7704,14,6/12/2022,Sala disponible.,Estación de revisión 3
7705,9,6/12/2022,Sala no disponible.,Sala de procedimientos 4
7706,2,6/12/2022,Sala disponible.,Sala de examenes 2
7707,15,6/12/2022,Sala no disponible.,Estación de revisión 4
7708,6,6/12/2022,Sala no disponible.,Sala de procedimientos 1
7709,9,6/12/2022,Inicia limpieza.,Sala de procedimientos 4
7710,15,6/12/2022,Inicia limpieza.,Estación de revisión 4
7711,15,6/12/2022,Sala disponible.,Estación de revisión 4
7712,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7713,8,6/12/2022,Sala no disponible.,Sala de procedimientos 3
7714,9,6/12/2022,Sala disponible.,Sala de procedimientos 4
7715,12,6/12/2022,Sala disponible.,Estación de revisión 1
7716,8,6/12/2022,Inicia limpieza.,Sala de procedimientos 3
7717,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7718,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7719,13,6/12/2022,Sala disponible.,Estación de revisión 2
7720,6,6/12/2022,Inicia limpieza.,Sala de procedimientos 1
7721,8,6/12/2022,Sala disponible.,Sala de procedimientos 3
7722,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7723,6,6/12/2022,Sala disponible.,Sala de procedimientos 1
7724,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7725,15,6/12/2022,Sala no disponible.,Estación de revisión 4
7726,5,6/12/2022,Sala no disponible.,Sala de imagenes 1
7727,1,6/12/2022,Sala disponible.,Sala de examenes 1
7728,5,6/12/2022,Inicia limpieza.,Sala de imagenes 1
7729,15,6/12/2022,Inicia limpieza.,Estación de revisión 4
7730,15,6/12/2022,Sala disponible.,Estación de revisión 4
7731,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7732,5,6/12/2022,Sala disponible.,Sala de imagenes 1
7733,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7734,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7735,2,6/12/2022,Sala disponible.,Sala de examenes 2
7736,7,6/12/2022,Sala no disponible.,Sala de procedimientos 2
7737,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7738,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7739,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7740,13,6/12/2022,Sala disponible.,Estación de revisión 2
7741,14,6/12/2022,Sala disponible.,Estación de revisión 3
7742,7,6/12/2022,Inicia limpieza.,Sala de procedimientos 2
7743,7,6/12/2022,Sala disponible.,Sala de procedimientos 2
7744,8,6/12/2022,Sala no disponible.,Sala de procedimientos 3
7745,8,6/12/2022,Inicia limpieza.,Sala de procedimientos 3
7746,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7747,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7748,13,6/12/2022,Sala disponible.,Estación de revisión 2
7749,8,6/12/2022,Sala disponible.,Sala de procedimientos 3
7750,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7751,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7752,12,6/12/2022,Sala disponible.,Estación de revisión 1
7753,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7754,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7755,5,6/12/2022,Sala no disponible.,Sala de imagenes 1
7756,5,6/12/2022,Inicia limpieza.,Sala de imagenes 1
7757,1,6/12/2022,Sala disponible.,Sala de examenes 1
7758,5,6/12/2022,Sala disponible.,Sala de imagenes 1
7759,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7760,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7761,12,6/12/2022,Sala disponible.,Estación de revisión 1
7762,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7763,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7764,13,6/12/2022,Sala disponible.,Estación de revisión 2
7765,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7766,12,6/12/2022,Inicia limpieza.,Estación de revisión 1
7767,12,6/12/2022,Sala disponible.,Estación de revisión 1
7768,8,6/12/2022,Sala no disponible.,Sala de procedimientos 3
7769,8,6/12/2022,Inicia limpieza.,Sala de procedimientos 3
7770,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7771,2,6/12/2022,Sala no disponible.,Sala de examenes 2
7772,2,6/12/2022,Inicia limpieza.,Sala de examenes 2
7773,8,6/12/2022,Sala disponible.,Sala de procedimientos 3
7774,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7775,2,6/12/2022,Sala disponible.,Sala de examenes 2
7776,13,6/12/2022,Sala disponible.,Estación de revisión 2
7777,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7778,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7779,5,6/12/2022,Sala no disponible.,Sala de imagenes 1
7780,12,6/12/2022,Sala no disponible.,Estación de revisión 1
7781,14,6/12/2022,Sala disponible.,Estación de revisión 3
7782,1,6/12/2022,Sala no disponible.,Sala de examenes 1
7783,1,6/12/2022,Inicia limpieza.,Sala de examenes 1
7784,13,6/12/2022,Sala no disponible.,Estación de revisión 2
7785,13,6/12/2022,Inicia limpieza.,Estación de revisión 2
7786,8,6/12/2022,Sala no disponible.,Sala de procedimientos 3
7787,13,6/12/2022,Sala disponible.,Estación de revisión 2
7788,8,6/12/2022,Inicia limpieza.,Sala de procedimientos 3
7789,1,6/12/2022,Sala disponible.,Sala de examenes 1
7790,14,6/12/2022,Sala no disponible.,Estación de revisión 3
7791,14,6/12/2022,Inicia limpieza.,Estación de revisión 3
7792,14,6/12/2022,Sala disponible.,Estación de revisión 3
